Unnamed: 0	Mô tả hàng hóa	Mã HS
	"Nhôm lá mỏng, đã bồi, chiều dày trừ phần bồi không quá 0,2mm, loại không cách nhiệt, dạng cuộn, khổ rộng 950mm, có cấu tạo gồm nhôm lá mỏng hai lớp (có sợi khoáng ở giữa) dày ~0,1mm được bồi bằng lớp polyetylen đã clo hóa (polyme đã biến đổi về mặt hóa học), xốp, có độ dày ~9,2mm, tiếp theo là lớp chất kết dính dày ~0,5mm, được dùng dán chống ồn cho ô tô	"	76072090
	Mẫu là hỗn hợp muối kali, muối kẽm của các acid béo, phụ gia..., dạng nhão, dùng chế biến cao su.	38249999
	Nước ép cam cô đặc, không có đông lạnh, có trị số brix ~ 67,5 brix, hàm lượng axit citric ~ 3,65%.	20091900
	Chế phẩm nước xốt có thành phần chính là : Dầu đậu nành, nước, giấm chưng cất, muối, tỏi, xi rô ngô, đường, tinh bột, maltodextrin, lá hẹ, hành khô … dạng lỏng, sệt	21039013
	Nước ép hỗn hợp cô đặc (chanh, táo), có trị số brix ~ 67,3 brix, hàm lượng axit citric ~ 4,99%.	20099099
	Nước ép hỗn hợp cô đặc (xoài, táo), có trị số brix ~ 66,7 brix, hàm lượng axit citric ~ 2,11%.	20099099
	Nước ép hỗn hợp cô đặc (dứa, cam, chanh leo và xoài, chuối và mơ nghiền), có trị số brix ~ 66,6 brix, hàm lượng axit citric ~ 3,2%.	20099099
	Nước ép hỗn hợp cô đặc (nho, quả cơm cháy, anh đào, mâm xôi và dâu tây), có trị số brix ~ 71,6 brix, hàm lượng axit citric ~ 2,24%.	20099099
	"Chế phẩm hóa học có thành phần chính là hỗn hợp muối tartrat, citrat của kali và phụ gia, dạng bột	"	38249999
	"Chế phẩm làm sạch bề mặt kim loại chứa kali hydroxit và phụ gia, dạng lỏng.	"	38101000
	"Chế phẩm từ carbon đã qua gia nhiệt, dạng khối, màu đen.	"	38019000
	"Hỗn hợp chứa cao su tổng hợp Acrylonitrile-butadiene-styrene (ABS) và polypropylene. Trong đó Acrylonitrile-butadiene-styrene chiếm hàm lượng cao hơn, nguyên sinh, dạng hạt	"	40029920
	Gạch khối lát nền bằng gốm, kích thước (295 x295 x16) mm, độ chịu lửa 1320 độ C	69049000
	"Hỗn hợp của các ethoxylate của Dipentaerythritol và acrylic acid.	"	38249999
	"Hỗn hợp các Ethoxylate của Pentaerythritol và Tetraacrylate	"	38249999
	"Hỗn hợp ester của pentaerythritol và acrylic axit trong dung môi toluen.	"	38249999
	Màng poly(ethylenterephthalat) không xốp, chưa gia cố, chưa gắn lớp mặt hay kết hợp với các vật liệu khác, dày 0,1mm, khổ rộng 1500mm	39206290
	"Chế phẩm hóa học có thành phần gồm nano Al2O3, SiO2, hợp chất Silane và phụ gia, dạng lỏng.	"	38249999
	Mẫu mục 1 đường kính (50;55;60)mm: Thép không hợp kim (hàm lượng C≈0,0561%÷0,301%, P<0,05% và S<0,05% tính theo trọng lượng), dạng thanh tròn trơn, cán nóng, mặt cắt ngang hình tròn, không phải thép dễ cắt gọt	72149991
	"Ống dẫn bằng hợp kim đồng–niken (đồng kền)	"	74112200
	Mẫu mục 2 đường kính 60mm: Thép không hợp kim (hàm lượng C≈ 0,436%, Mn ≈0,821% tính theo trọng lượng), dạng thanh tròn trơn, cán nóng, mặt cắt ngang hình tròn, không phải thép dễ cắt gọt	72149992
	 Mẫu yêu cầu phân tích có bản chất là dolomite , chưa nung hoặc thiêu kết , dạng cục kích thước dưới 20mm , có hàm lượng canxi cacbonat ( CaCO ; ) 56,4 % và hàm lượng magie cacbonat ( MgCO ) 40,5 % ( hàm lượng MgO = 19,29 % ) tính theo khối lượng DO	25181000
	"Phụ gia hóa học đã điều chế dùng cho bê tông, dạng lỏng (mặt hàng thuộc phạm vi áp dụng trong tiêu chuẩn ""TCVN 8826:2011 - Phụ gia hóa học cho bê tông"" nhưng không thuộc phạm vi điều chỉnh của ""QCVN 16:2017/BXD"").	"	38244000
	Thép không hợp kim, hàm lượng C ≈ 0.461%, Mn ≈ 0.816%,... tính theo trọng lượng, dạng thanh tròn trơn, đường kính 30mm, cán nóng, chưa được tráng, phủ, mạ hoặc sơn	72149992
	Chế phẩm thực phẩm , thành phần có chứa whey protein thủy phân, hàm lượng protein ~ 76%, tính theo trọng lượng khô, đường, hương vani, bột đậu nành, đường nhân tạo… dạng bột, đóng gói 1.59kg/hộp	21069099
	"Chế phẩm hóa học có thành phần là hỗn hợp muối của kẽm với axit béo và phụ gia, dạng lỏng dùng trong sản xuất cao su.	"	38249999
	Chế phẩm làm sạch có chứa chất hoạt động bề mặt anion/nonionic, axit citric, muối của EDTA (Ethylene diamine tetraacetate)..., trong môi trường nước, dạng lỏng, đã đóng gói bán lẻ, dạng hũ nhựa, dung tích 354ml	34022015
	Chế phẩm làm sạch có chứa hoạt động bề mặt anion, cabonat..., trong mội trường nước, dạng lỏng đã đóng gói bán lẻ, dạng hũ nhựa, dung tích 354ml	34022015
	Chế phẩm làm sạch có chứa dung môi hữu cơ, dầu khoáng nhỏ hơn 70% tính theo trọng lượng, hoạt động bề mặt không phân ly..., không tan trong nước, dạng lỏng, đã đóng gói bán lẻ dạng bình xịt, trọng lượng 445g.	38249999
	Chế phẩm làm sạch có chứa dung môi hữu cơ, dầu khoáng nhỏ hơn 70% tính theo trọng lượng, hoạt động bề mặt anion..., không tan trong nước, dạng lỏng, đã đóng gói bán lẻ, dung tích 946ml	38249999
	Chế phẩm làm sạch có chứa dung môi hữu cơ, dầu khoáng nhỏ hơn 70% tính theo trọng lượng, hoạt động bề mặt không phân ly..., không tan trong nước, dạng lỏng, đã đóng gói bán lẻ, dung tích 325ml.	38249999
	N,N-diethylformamide	29241990
	Thuốc nhỏ tai, dạng lỏng, hoạt chất chính là rifamycin, đã đóng gói bán lẻ trong lọ thủy tinh, dung tích 10ml/lọ.	30042099
	Kem làm mềm và dịu da, thành phần có chứa: sarcosine, hexadecanol, hexadecanoic acid, dẫn xuất carboxamide, alpha-tocopherol acetate, chiết xuất thực vật, hương liệu và phụ gia..., đóng gói bán lẻ tuýp 50ml.	33049930
	Methacryloxypropyltrimethoxysilane	29319090
	Diethylene Glycol Dimethacrylate	29161490
	Thép không hợp kim cán phẳng (có hàm lượng C ≈ 0,82% tính theo trọng lượng), dạng đai và dải, dày 2,8mm, rộng 86mm, cán nóng, chưa phủ, mạ hoặc tráng	72111991
	Sản phẩm dạng cuộn kích thước chiều rộng 50mm dày 0,25mm, có cấu tạo gồm 02 lớp nhôm hợp kim bồi 01 lớp plastic ở giữa, 02 lớp nhôm có chiều dày mỗi lớp 0,1mm, lớp plastic dày 0,05mm, phần nhôm chiếm 79,3%, phần plastic chiếm 20,7% (tính theo trọng lượng), không phải là nhôm lá mỏng cách nhiệt	76072090
	Thép không hợp kim cán phẳng  (hàm lượng C<0,6% tính theo trọng lượng), dày 2mm, rộng trên 600mm, cán nóng, đã ngâm tảy gỉ, chưa phủ, mạ hoặc tráng, dạng cuộn	72082799
	Thép không hợp kim cán phẳng (hàm lượng C<0,6% tính theo trọng lượng), dày 2mm, rộng trên 600mm, cán nóng, đã ngâm tẩy gỉ, chưa phủ, mạ hoặc tráng, dạng cuộn	72082799
	Điện cực bằng thép, dạng thanh que, đã được phủ chất trợ dung, để hàn hồ quang điện	83111090
	"Sáp paraffin phân tán trong dung môi hữu cơ, dạng nhão.	"	38249999
	"Nhôm hợp kim dạng lá (có hàm lượng Si ≈ 0,331%, Fe ≈ 0,418%, Cu ≈ 0,249%, Mn ≈ 0,749%, Mg ≈ 0,903%, Al ≈ 97,1% tính theo trọng lượng), dày 0,245mm, rộng 1471,3mm, chưa phủ mạ hoặc tráng	"	76061239
	Chế phẩm dạng lỏng, thành phần có chứa chiết xuất từ đông trùng hạ thảo, chiết xuất táo ta, quế, bạc hà, nước, đường,...không chứa cồn, không có ga, đóng gói 80ml/gói, dùng trực tiếp, không cần pha loãng.	22029950
	"Chế phẩm khử mùi chứa hỗn hợp chất thơm, dạng viên nang mềm, dạng đóng gói để bán lẻ, 100 viên/hộp, trọng lượng 170g/hộp	"	33074990
	"Chế phẩm chống cáu cặn dùng trong quá trình xử lý nước có thành phần chính gồm hỗn hợp muối phốt phát, clorua của kim loại kiềm, dẫn xuất của phosphonic axit...dạng lỏng.	"	38249999
	"Chế phẩm gây ức chế ăn mòn kim loại có thành phần chính là dẫn xuất của bezyl (coconut oil alkyl), hợp chất amine, chất hoạt động bề mặt..., dạng lỏng.	"	38249999
	"2-Ethylhexyl benzoate	"	29163100
	"Ethyl silicate, dạng lỏng	"	29209000
	"Nhôm hợp kim dạng lá (có hàm lượng Si ≈ 0,296%, Fe ≈ 0,625%, Cu ≈ 0,191%, Mn ≈ 0,773%, Mg ≈ 1,27%, Al ≈ 96,7% tính theo trọng lượng), dày 0,245mm, rộng 1471,3mm, chưa phủ mạ hoặc tráng	"	76061239
	"Mẫu yêu cầu phân tích là bìa giấy hình chữ nhật kích thước (7,5x5)cm định lượng 262g/m2, một mặt được tráng phủ lớp polyethylene mỏng và một mặt đã in hình in chữ, đã thấm tẩm một điểm hình tròn đường kính 9 mm bằng hợp chất hoá học (clorua đồng và magie) thay đổi màu sắc theo độ ẩm; thường dùng để chỉ thị độ ẩm trong môi trường không khí nhỏ hơn 30%.	"	38220020
	"Nhôm hợp kim dạng lá (có hàm lượng Si ≈ 0,201%, Fe ≈ 0,426%, Cu ≈ 0,193%, Mn ≈ 0,756%, Mg ≈ 1,08%, Al ≈ 97,3% tính theo trọng lượng) dày 0,245mm, rộng 1471,3mm, chưa phủ mạ hoặc tráng	"	76061239
	"Chế phẩm hóa học dùng trong xi mạ, thành phần chính chứa muối natri của axit Benzenesulfinic, muối Sulphate trong môi trường nước.	"	38249999
	"Chế phẩm có thành phần chính là Sunphat sắt hai và phụ gia dạng bột	"	38249999
	"Hỗn hợp vô cơ có thành phần chính gồm kẽm oxit, magie, carbonat, silic dioxit, bột talc; dẫn xuất của actylate…dạng bột	"	38249999
	Chế phẩm có thành phần chính là canxi cacbonat ( trên 80% tính theo trọng lượng) phân tán trong nhựa, dạng hạt.	382499999
	"Dung dịch silic dioxit dạng phân tán trong môi trường nước.	"	38249999
	"Hỗn hợp vô cơ có thành phần chính gồm kẽm oxit, magie, carbonat, silic dioxit, bột talc…dạng bột	"	38249999
	"Dây thừng đường kính 8mm, được xoắn từ 8 sợi đơn từ dải có thành phần chủ yếu từ sợi khoáng chrysotile (không phát hiện thấy thành phần khoáng thuộc nhóm amfibole cấm nhập khẩu), thường dùng làm vật liệu cách nhiệt	"	68129919
	Chê phẩm hóa học có chứa Natri clorua, kali clorua... dạng bột	38249999
	"Chế phẩm hóa học có thành phần chính là các hợp chất của silic, 2-propanol, kaolin, axit boric và phụ gia, dạng lỏng.	"	38249999
	Chế phẩm dùng để bôi trơn chi tiết đúc nguội  trong công nghiệp đúc nhôm, dạng hạt. Thành phần có chứa Sáp Polyetylen, canxi cacbonat..., không chứa dầu có nguồn gốc từ dầu mỏ	34039990
	"Xơ staple poly(vinyl alcohol), chưa chải thô, chưa chải kỹ, chưa gia công cách khác để kéo sợi, chiều dài xơ ≈ 6mm	"	55039010
	Monocalcium phosphate	28352600
	"Chế phẩm hóa học có thành phần chính là natri bicacbonat, azodicacbonamit, dạng bột	"	38249999
	Tấm ốp tường hoặc ốp trần bằng plastic, thành phần chính là polyurethane (polyme tái sắp xếp), cấu tạo gồm 3 lớp vật liệu được dán với nhau bằng keo dán: lớp mặt tạo vân trang trí, xốp, mềm dẻo, màu nâu đen đi từ nhựa polyurethane chiếm 37,8% tổng trọng lượng được gia cố bằng vải dệt kim màu trắng từ polyeste chiếm 11,3% tổng trọng lượng, lớp thứ 2 là nhựa polyurethan xốp màu trắng chiếm 15,6% tổng trọng lượng, 2 lớp đầu được dùng chỉ máy lại với nhau tạo hoa văn nổi hình thoi liền kề nhau trên bề mặt, lớp thứ 3 là nhựa xốp màu đen đi từ polyethylene chiếm 32,7% tổng trọng lượng, dày 1,1 cm, dạng cuộn khổ 145 cm, định lượng 1114g/m2.	39189093
	Chế phẩm dùng trong xi mạ có thành phần chính là polyquaternium-2 và phụ gia trong môi trường nước.	38249999
	Beta - cyclodextrin, dạng bột.	29400000
	N,N’-Di-sec-butyl-p-phenylenediamine	29215900
	Tương cô đặc (Seasoned bean paste) dùng làm gia vị, dạng nhão, đóng gói 200g/hộp.	21039029
	Vải dệt thoi từ sợi monofilament polyethylen dạng dải, bề rộng của sợi dạng dải từ 3,5mm đến 4mm, (ở giữa) phủ trên lớp vải là lớp bột kim loại và (trên cùng) bên trên lớp phủ kim loại là lớp màng đặc từ poly(ethylene terephthalate) trong suốt; trong đó: lớp vải dệt thoi chiếm 82,4% khối lượng mẫu, lớp bột kim loại chiếm 2,5% khối lượng mẫu, lớp màng poly(ethylene terephthalate) chiếm 15,1% khối lượng mẫu; trọng lượng mẫu 101,8g/m2, dạng cuộn, khổ lớn hơn 50cm	59070060
	"Chế phẩm hóa học chứa propylene carbonate, dimethylformaide, natri perclorat..., trong nước, dạng lỏng	"	38249999
	"Nhôm hợp kim - hàm lượng các nguyên tố chính Al~ 98,6%, Mg~ 0,67%...tính theo trọng lượng, mặt cắt ngang hình đều nhau dọc theo chiều dài (không phải dạng hình rỗng), bề mặt ngoài đã được sơn phủ sau đó khoan lỗ dọc theo chiều dài mẫu.	"	76042990
	"Thép hợp kim (hàm lượng Cr ≈ 0,398%, B ≈ 0,0013% tính theo trọng lượng), dạng thanh, mặt cắt ngang hình chữ nhật, chưa được gia công quá mức rèn	"	72284090
	Thực phẩm bảo vệ sức khỏe thành phần gồm fructose, vitamin C, Vitamin E, axit citric, hỗn hợp bột thực vật, pectin..., dạng bột, đóng gói trong hộp thiếc 600g/hộp	21069072
	"Thép hợp kim (hàm lượng Cr ≈ 0,393%, B ≈ 0,0017% tính theo trọng lượng), dạng thanh, mặt cắt ngang hình chữ nhật, chưa được gia công quá mức rèn	"	72284090
	Thực phẩm bảo vệ sức khỏe thành phần gồm Glucose, Vitamin C, Axit citric, hỗn hợp Vitamin B, hương liệu..., dạng bột, đóng gói trong hộp thiếc 175g/hộp	21069072
	Nhôm không hợp kim, dạng tấm hình chữ nhật kích thước (dày x rộng x dài) = ( 1 x 1.000 x (2.100-3.200)) mm, đã được gia công cán, ép tạo hình lượn sóng, chưa xử lý bề mặt, một mặt được dán màng plastic bảo vệ	76061110
	Thực phẩm bảo vệ sức khoẻ thành phần gồm Fructose, Axit citric, hỗn hợp khoáng canxi, kẽm, mangan..., hương liệu, dạng bột, đóng gói trong hộp thiếc 200g/hộp	21069072
